id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,no_private,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
55427,0,17/4/2011,Shipo,1755,SHIPO,35.01588529,-9.26895727,Kwa Merari Mhenga,0,Rufiji,Madete,Iringa,11,4,Njombe,Kidegembye,25,TRUE,GeoData Consultants Ltd,WUA,,TRUE,2009,other - rope pump,rope pump,rope pump,wua,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
29897,1000,41580,Kiuma,586,KIUMA,37.18085875,-11.03607523,Kwa Mzee Komba,0,Ruvuma / Southern Coast,Minazini A,Ruvuma,10,1,Tunduru,Kidodoma,1,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2009,other - swn 81,other handpump,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
61465,0,30/1/2013,China Government,302,CHINA,38.55808472,-11.13443883,Kwa Mbanga,0,Ruvuma / Southern Coast,Msufini,Mtwara,90,63,Nanyumbu,Makonona,56,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non-functional
71287,500,22/7/2011,Lga,1066,DWE,31.10633137,-6.54193752,Kwa Amadeo Mkumbukwa,0,Lake Rukwa,Majengo,Rukwa,15,1,Mpanda,Sitalike,550,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1999,other,other,other,vwc,user-group,pay annually,annually,salty,salty,seasonal,seasonal,unknown,other,unknown,other,other,broken
61738,0,40789,Magoma Adp,341,Local technician,38.58444771,-4.90272892,Sekondari,0,Pangani,Mkwajuni,Tanga,4,2,Korogwe,Magoma,680,FALSE,GeoData Consultants Ltd,Parastatal,,FALSE,2004,gravity,gravity,gravity,private operator,commercial,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,other,other,functional
8828,0,28/3/2011,Tasaf,0,DWE,35.97343369,-5.00056581,Tenkini,0,Internal,Luvai,Dodoma,1,1,Kondoa,Dalai,0,TRUE,GeoData Consultants Ltd,VWC,Kolo,FALSE,0,cemo,other motorpump,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,broken
24895,0,27/3/2011,Danida,1690,DWE,34.99755642,-8.66000695,none,0,Rufiji,S,Iringa,11,2,Mufindi,Mtambula,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
51422,0,41224,World Vision,0,World vision,33.95579598,-3.43634629,Lalago Ufundi,0,Internal,Lalago Mjini,Shinyanga,17,2,Maswa,Lalago,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,gravity,gravity,gravity,wug,user-group,other,other,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,broken
18198,0,18/10/2012,Pentecostal Hagana Sweeden,0,Pump entecostal Sweeden,33.43905133,-4.64010167,Umoja,0,Internal,Usomeke,Tabora,14,2,Igunga,Simbo,0,TRUE,GeoData Consultants Ltd,Private operator,,FALSE,0,submersible,submersible,submersible,private operator,commercial,unknown,unknown,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
48206,30,25/1/2013,Lips,11,LIPS,39.8889042,-10.13358684,Bondeni 2,0,Ruvuma / Southern Coast,Mkopwe,Lindi,18,2,Lindi Rural,Nachunyu,1,FALSE,GeoData Consultants Ltd,VWC,LIPS Borehole Scheme,FALSE,2006,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
40001,0,20/8/2011,Rudep,1457,DWE,32.04600539,-8.86248779,Kwa China Simsamba,0,Lake Rukwa,Chulasitu,Rukwa,15,2,Sumbawanga Rural,Legezamwendo,300,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1984,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
9139,0,29/1/2013,Iom,1408,TCRS,30.72496505,-3.56814077,none,0,Lake Tanganyika,Kumwai,Kigoma,16,1,Kibondo,Kibondo Urban,350,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,2007,submersible,submersible,submersible,other,other,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
16811,0,13/8/2011,Government Of Tanzania,0,DWE,0,-0.00000002,N/Secondary,0,Lake Tanganyika,Iponyobukula,Mwanza,19,6,Geita,Nyamalimbe,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,broken
68443,20,19/2/2013,Olumuro,1005,Village community,36.71151327,-3.60502154,Kastam,0,Pangani,Kastam,Manyara,21,4,Simanjiro,Oljoro,200,TRUE,GeoData Consultants Ltd,VWC,Olumuro pipe scheme,TRUE,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
33501,30,28/2/2011,Dwe,20,DWE,38.24173514,-7.77209618,Mloka Primary School 1,0,Rufiji,Mkange,Pwani,60,53,Rufiji,Mwaseni,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2003,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
242,0,24/2/2013,Ministry Of Water,681,DWE,36.27823848,-11.21017206,Ushirika,0,Ruvuma / Southern Coast,Kazi Nying,Ruvuma,10,5,Namtumbo,Lusewa,250,TRUE,GeoData Consultants Ltd,VWC,Ligunga water gravity scheme,TRUE,1974,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
64416,50,41519,Wateraid,1087,SEMA,34.21910854,-4.24206389,Songambele,0,Internal,Itepu,Singida,13,1,Iramba,Ntwike,354,TRUE,GeoData Consultants Ltd,WUA,Ntwike water supply,TRUE,2012,mono,mono,motorpump,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
63300,0,25/1/2013,Fw,397,FW,38.64946907,-10.72863374,Mkomwele,0,Ruvuma / Southern Coast,Zahanati,Mtwara,90,33,Masasi,Namajani,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1975,other,other,other,vwc,user-group,unknown,unknown,salty,salty,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
52111,300,25/3/2013,Tasaf,1548,TASAF,34.78910851,-10.98607021,Kwa Mzee Kapai,0,Lake Nyasa,Kungiro 'A',Ruvuma,10,3,Mbinga,Langiro,90,TRUE,GeoData Consultants Ltd,VWC,TASAF,TRUE,2010,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
37116,0,16/3/2011,Government Of Tanzania,475,RWE,37.42696449,-6.92463588,Kwa Baruti,0,Wami / Ruvu,Melela,Morogoro,5,6,Mvomero,Melela,100,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,1977,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
50412,0,31/7/2011,Wvt,0,WVT,34.37191478,-2.96727633,Wachapakazi,0,Lake Victoria,Thomasi,Shinyanga,17,1,Meatu,Lingeka,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
16148,0,21/3/2013,Magadini-makiwaru Water,1346,Magadini-Makiwaru wa,36.98216766,-3.20625104,Kwa Marta Lazaro,0,Pangani,Muwara,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,BL Makiwaru,TRUE,2003,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
56878,0,41307,Fw,284,FW,39.00965003,-10.83967769,Ringini,0,Ruvuma / Southern Coast,Chang'Ombe,Mtwara,90,33,Masasi,Chiugutwa,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1985,other,other,other,vwc,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
19734,0,41341,Oikos E.Afrika,1457,Oikos E.Afrika,36.90525015,-3.17058952,Ilkirumuni Primary School,0,Internal,Ilkirumuni,Arusha,2,7,Meru,Ngarenanyuki,360,TRUE,GeoData Consultants Ltd,WUA,,FALSE,2009,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
24494,2500,14/3/2013,Pad,1120,PAD,35.70565344,-10.61196381,Shule Ya Sekondari M,0,Lake Nyasa,Nonganonga,Ruvuma,10,4,Songea Urban,Mletele,600,FALSE,GeoData Consultants Ltd,Other,,TRUE,2007,india mark ii,india mark ii,handpump,other,other,pay annually,annually,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
29542,0,40640,Kkkt,0,KKKT,33.13893312,-9.19217822,Aron Kayuni,0,Lake Nyasa,Ngeke,Mbeya,12,6,Mbozi,Nyimbili,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
72169,0,41335,Finw,322,FinW,39.47617754,-10.53626965,Idamnole,0,Ruvuma / Southern Coast,Idamnole,Mtwara,9,4,Tandahimba,Luagala,350,TRUE,GeoData Consultants Ltd,Water Board,Borehole,TRUE,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non-functional
41339,0,41345,Oxfam,1556,DWE,36.68225979,-3.32828597,Kwa Joeli,0,Pangani,Mula,Arusha,2,2,Arusha Rural,Ilkiding'a,200,TRUE,GeoData Consultants Ltd,VWC,Nabaiye pipe line,TRUE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
29104,0,26/3/2011,Rotary I,511,Local te,37.53968302,-6.92736076,Kwa Chedego,0,Wami / Ruvu,Mbuyuni,Morogoro,5,6,Mvomero,Mlali,200,TRUE,GeoData Consultants Ltd,VWC,Mongwa r,TRUE,2010,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
73485,500,27/2/2011,Nethalan,373,DWE,37.51031818,-6.26515305,Kwa Bruno,0,Wami / Ruvu,Dimamba,Morogoro,5,6,Mvomero,Hembeti,49,TRUE,GeoData Consultants Ltd,VWC,Dimamba,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,broken
65744,0,40578,Go,1100,Go,36.96477589,-6.06287173,Ccm,0,Wami / Ruvu,Chakwale Mjini,Morogoro,5,1,Kilosa,Chakwale,50,TRUE,GeoData Consultants Ltd,VWC,Ga,TRUE,1975,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
37802,0,41101,Marafip,1252,DWE,33.84843378,-1.95225802,Kwa Leo Justine,0,Lake Victoria,Busweta,Mara,20,4,Bunda,Kabasa,900,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1998,other,other,other,wug,user-group,unknown,unknown,salty,salty,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
54323,10,19/3/2013,Germany,1671,Dmdd,35.82428664,-3.26047865,Paskali Malikiadi,0,Internal,Genda,Arusha,24,30,Karatu,Mbulumbulu,200,TRUE,GeoData Consultants Ltd,VWC,Vyama vya watumia maji,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe,functional
65258,0,41345,Oxfam,1565,DWE,36.68475568,-3.32753641,Kwa Lekamoi,0,Pangani,Lobulu,Arusha,2,2,Arusha Rural,Ilkiding'a,200,TRUE,GeoData Consultants Ltd,VWC,Nabaiye pipe line,TRUE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe,functional
30979,0,17/4/2011,Commu,0,Commu,35.82980108,-4.46308268,Shule Ya Msingi Disa,0,Internal,Disa Mtaoni,Dodoma,1,1,Kondoa,Kisese,0,TRUE,GeoData Consultants Ltd,VWC,Kise,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,broken
40755,2400,17/3/2011,Danida,1672,DWE,34.92410153,-8.62999564,none,0,Rufiji,M,Iringa,11,2,Mufindi,Mbalamaziwa,0,TRUE,GeoData Consultants Ltd,VWC,Nya,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
718,0,41457,Danida,1265,TCRS,30.60951596,-3.95219425,Kachila,0,Lake Tanganyika,Mbugani,Kigoma,16,1,Kibondo,Rugongowe,180,TRUE,GeoData Consultants Ltd,VWC,Busunzu /Nyankwi gravity water,FALSE,2007,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
60572,1000,20/3/2011,Dhv,327,DWE,36.37374183,-8.77734889,Kwa Likarafu,0,Rufiji,Machonga,Morogoro,5,4,Ulanga,Mtimbira,1,TRUE,GeoData Consultants Ltd,,,TRUE,1993,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
5465,0,30/10/2012,Hesawa,1508,DWE,34.10069096,-1.9065611,Kwa Chanere,0,Lake Victoria,Kongoro,Mara,20,4,Bunda,Salama,500,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1993,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
9527,0,26/1/2013,Marafip,1149,DWE,33.20795174,-2.10777454,Kwa Seba Tiani,0,Lake Victoria,Madukani A,Mara,20,4,Bunda,Kisorya,250,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1998,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
32646,50,17/3/2011,African Development Bank,133,DAWASCO,38.95315358,-6.81051936,Street Land 2,0,Wami / Ruvu,Bokotemboni,Pwani,6,2,Kibaha,Tumbi,1,TRUE,GeoData Consultants Ltd,Water authority,Water from DAWASCO,TRUE,2008,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional
49144,1000,40666,Danida,1421,DANID,35.53225155,-7.71924733,none,0,Rufiji,Nzihi B,Iringa,11,1,Iringa Rural,Nzihi,650,TRUE,GeoData Consultants Ltd,VWC,Nzihi,TRUE,1985,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
36432,0,30/1/2013,Dwsp,0,DWE,0,-0.00000002,none,0,Lake Victoria,Mwabuki,Shinyanga,17,1,Bariadi,Chinamili,0,FALSE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
6259,0,18/10/2012,Government Of Tanzania,0,Cental Government,31.8541373,-4.98782693,Shamba La Shule,0,Lake Tanganyika,Kazaroho Mashariki,Tabora,14,4,Urambo,Kazaroho,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
56583,0,40790,Water,0,Commu,35.97911595,-6.06528672,Shule Ya Msingi Chahwa,0,Wami / Ruvu,Muongozo,Dodoma,1,5,Dodoma Urban,Ipala,0,TRUE,GeoData Consultants Ltd,VWC,Chah,FALSE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,salty,salty,dry,dry,machine dbh,borehole,groundwater,other,other,non-functional
72208,0,16/3/2011,Government Of Tanzania,459,RWE,37.4248449,-6.91576446,Kwa Costa,0,Wami / Ruvu,Kololo,Morogoro,5,6,Mvomero,Melela,150,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,1977,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
39645,0,41366,Government Of Tanzania,0,DWE,33.16389524,-4.72227929,Shule Ya Msingi,0,Lake Tanganyika,Upungu Magharibi,Tabora,14,1,Nzega,Puge,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,other,other,non-functional
63984,0,26/2/2011,Ba As,2180,Villa,34.64491973,-9.61450231,none,0,Lake Nyasa,Mkunga,Iringa,11,4,Njombe,Matola,24,TRUE,GeoData Consultants Ltd,VWC,Nyalik,FALSE,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
72234,0,41365,Government Of Tanzania,1599,DWE,36.66714447,-3.32407971,Kwa Olabulu,0,Pangani,Loibangoti,Arusha,2,2,Arusha Rural,Kimnyaki,150,TRUE,GeoData Consultants Ltd,VWC,Saitero olosaita pipe line,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
39034,0,41488,Netherlands,0,DWE,33.51137115,-3.14721251,Mpande Kwa Jigungu,0,Lake Victoria,Bugomba,Shinyanga,17,2,Maswa,Malampaka,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
18957,0,31/7/2011,Danida,0,DWE,30.49565594,-2.61281717,Kisimani,0,Lake Victoria,Kukatongo,Kagera,18,30,Ngara,Mabawe,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional
56146,0,41428,Kiliwater,1424,Kiliwater,37.61840909,-3.26320247,Kwa Moris Assenga,0,Pangani,Usesi,Kilimanjaro,3,1,Rombo,Mengwe Manda,1,TRUE,GeoData Consultants Ltd,Company,Kitukuni water supply,TRUE,2012,gravity,gravity,gravity,company,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
43446,0,30/7/2011,World Vision,0,CITIZEN ENGINE,31.80590276,-1.26802395,Kagagi,0,Lake Victoria,Buhinda,Kagera,18,2,Bukoba Rural,Nyakato,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
6456,25,17/1/2013,Government Of Tanzania,262,District Council,39.32939681,-9.95560677,Namalomba,0,Ruvuma / Southern Coast,Luwavi B,Lindi,80,23,Lindi Rural,Milola,235,FALSE,GeoData Consultants Ltd,WUA,Milola Water Scheme,FALSE,1983,gravity,gravity,gravity,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
69060,50,24/3/2011,Private Individual,-10,Da,38.98623041,-6.53116847,Six,0,Wami / Ruvu,Kidugu,Pwani,6,1,Bagamoyo,Zinga/Ikerege,20,TRUE,GeoData Consultants Ltd,Company,Bagamoyo wate,TRUE,2011,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
7696,0,14/2/2013,Danida,461,DANIDA,34.70777595,-11.16594607,Shuleni,0,Lake Nyasa,Lipingo Kati,Ruvuma,10,3,Mbinga,Lipingo,160,,GeoData Consultants Ltd,VWC,DANIDA,TRUE,1992,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
58680,0,40819,Kilomber,283,DWE,35.94086887,-8.51024058,Kwamayanjika,0,Rufiji,Mlumbaji,Morogoro,5,3,Kilombero,Chita,800,TRUE,GeoData Consultants Ltd,,,TRUE,1980,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,broken
51989,0,14/8/2011,Kkkt,0,KKKT,33.14271921,-9.15602895,Kwa Chifu,0,Lake Rukwa,Mimbi,Mbeya,12,6,Mbozi,Iyula,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
21049,0,23/2/2013,World Vision,0,World vision,33.53168074,-2.97452511,Mwanhegele Primary School,0,Lake Victoria,Mwanhegele,Shinyanga,17,2,Maswa,Nyabubinza,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,gravity,gravity,gravity,wug,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,broken
10987,0,40701,Ndrdp,0,DWE,30.83673664,-2.96441726,Shule Ya Msingi,0,Lake Tanganyika,Murugunga,Kagera,18,30,Ngara,Murusagamba,0,TRUE,GeoData Consultants Ltd,VWC,Nyamisuli Water project,FALSE,0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
39811,0,15/2/2013,British Colonial Government,1436,British colonial government,36.93616837,-4.20468352,Madukani,0,Pangani,Madukani,Manyara,21,4,Simanjiro,Naberera,400,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,submersible,submersible,submersible,vwc,user-group,unknown,unknown,salty,salty,enough,enough,machine dbh,borehole,groundwater,cattle trough,cattle trough,non-functional
10931,0,40547,Roman,487,Roman,37.74591214,-7.25906719,Kwa Mzee Kiroboto,0,Wami / Ruvu,Tandali,Morogoro,5,2,Morogoro Rural,Kolero,100,TRUE,GeoData Consultants Ltd,VWC,Luka,TRUE,1997,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,unknown,unknown,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
39008,200,21/2/2013,Vwc,886,VWC,35.89655957,-10.48391484,Kwa Romwadi Mbawala,0,Rufiji,Mchakamchaka,Ruvuma,10,5,Namtumbo,Msindo,80,TRUE,GeoData Consultants Ltd,VWC,Mbimbi water gravity scheme,TRUE,2012,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
169,0,27/3/2013,Government Of Tanzania,1609,DWE,36.58826697,-3.27289438,Mbukala,0,Pangani,Mbukala,Arusha,2,2,Arusha Rural,Mwandeti,200,TRUE,GeoData Consultants Ltd,VWC,Olkokola mwandet pipe line,TRUE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
62843,300,40850,Danida,743,Danid,35.46927798,-7.51346251,none,0,Rufiji,Motomoto,Iringa,11,1,Iringa Rural,Ilolo Mpya,1,TRUE,GeoData Consultants Ltd,VWC,Ilolo,TRUE,1985,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,broken
27113,0,16/2/2013,Lwi & Central Government,0,DWE & LWI,0,-0.00000002,Mapambano A,0,Lake Victoria,Mwauchumu,Shinyanga,17,1,Bariadi,Dutwa,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,india mark ii,india mark ii,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
15717,0,27/3/2011,World Bank,214,World,38.12022888,-6.76354606,Msingi Ngerengere,0,Wami / Ruvu,Ngerengere Kaskazini,Morogoro,5,2,Morogoro Rural,Ngerengere,200,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2000,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
5052,25,20/3/2013,Government Of Tanzania,915,Community,36.95542975,-3.51632462,Dainesi Asugenye,0,Pangani,Songambele,Arusha,2,7,Meru,Makiba,250,TRUE,GeoData Consultants Ltd,VWC,Makiba pumping water supply,TRUE,2005,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
23303,0,22/10/2012,Rwssp,0,DWE,33.53204669,-3.38923023,Kwa Matondo,0,Internal,Mwamala,Shinyanga,17,8,Kishapu,Mondo,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
68711,0,40666,Government Of Tanzania,294,RWE,35.89734664,-8.94874182,Kwakiwele,0,Rufiji,Ngalimila B,Morogoro,5,3,Kilombero,Utengule,250,TRUE,GeoData Consultants Ltd,,,TRUE,1995,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
24703,0,24/10/2012,World Vision,0,World vision,32.25381982,-3.29436084,Igembesabo,0,Lake Tanganyika,Nyakaziba,Shinyanga,17,5,Bukombe,Ushirika,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
19261,0,31/7/2011,Hesawa,0,HESAWA,33.0070601,-3.08234851,Kwa Hesa,0,Lake Victoria,Kabale,Mwanza,19,7,Missungwi,Buhingo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
