id,amnt_water,date,sponsor,altitude,installer,longitude,latitude,name,basin,village,region,region_id,district_id,lga,ward,demand,meeting,recorder,op_mgmnt,op_name,permit,year,e_type,e_type_grp,e_type_class,mgmnt,mgmnt_grp,fee,fee_type,w_quality,quality_grp,w_quantity,quantity_grp,source,source_type,source_class,type,type_grp,status
51185,0,28/1/2013,Sema,1542,SEMA,34.84539417,-4.26244399,Kwa Kizali,Internal,Shule,Singida,13,1,Iramba,Mwanga,230,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1998,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
5415,0,41223,Rural Water Supply And Sanitat,0,DWE,32.0875088,-3.45161795,Mama Na Maji,Lake Tanganyika,Malenge,Shinyanga,17,5,Bukombe,Bukombe,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
40320,500,27/2/2011,Government Of Tanzania,1730,DWE,34.89385388,-9.06079526,J M Makweta Secondary Sch,Rufiji,Mtakuja,Iringa,11,4,Njombe,Igongolo,20,TRUE,GeoData Consultants Ltd,Water Board,Upami gravity water scheme,FALSE,2007,gravity,gravity,gravity,water board,user-group,pay when scheme fails,on failure,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
3247,0,40855,Co,769,DWE,30.84224555,-7.95054649,Sekondari,Lake Tanganyika,Vuta,Rukwa,15,3,Nkasi,Wampelembe,1,FALSE,GeoData Consultants Ltd,VWC,U,TRUE,2006,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
21460,0,40978,Dwsp,0,DWSP,32.84141233,-3.35179216,Kwa Kangarugisha,Lake Victoria,Ipango Center,Shinyanga,17,3,Shinyanga Rural,Salawe,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,other,other,other,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non-functional
25027,0,20/7/2011,Unicef,0,UNICEF,30.54806537,-2.66008933,Nguvu Kati,Lake Victoria,Mumuhamba Ya Kati,Kagera,18,30,Ngara,Bukiriro,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,india mark iii,india mark iii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
70778,500,26/3/2011,Caritas,341,DWE,36.40922824,-8.66765025,Kwa Mbala,Rufiji,Kikoni,Morogoro,5,4,Ulanga,Itete,260,TRUE,GeoData Consultants Ltd,Water Board,Itete wa,TRUE,2006,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
45644,0,14/4/2011,,0,,33.85795809,-9.25579696,Ilondo,Lake Nyasa,Kisondela,Mbeya,12,4,Rungwe,Lwangwa,0,TRUE,GeoData Consultants Ltd,VWC,D,,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
3168,25,28/3/2013,Rc Church,898,RC CHURCH,37.74836444,-4.06179125,Kwa Mama Juma,Pangani,Majevu A,Kilimanjaro,3,3,Same,Same Urban,420,TRUE,GeoData Consultants Ltd,Water authority,,,2011,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
29122,0,41366,Government Of Tanzania,1654,Government,29.83619179,-4.4732334,Zahanati,Lake Tanganyika,Mwayaya,Kigoma,16,2,Kasulu,Muhinda,540,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,2005,other,other,other,private operator,commercial,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
28523,1200,17/3/2011,Government Of Tanzania,1061,Commu,34.15443407,-8.83959821,none,Rufiji,Ubamba B,Iringa,11,3,Makete,Mfumbi,0,TRUE,GeoData Consultants Ltd,WUA,Kimani,TRUE,1990,gravity,gravity,gravity,wua,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
430,20,41366,Tcrs,1555,TCRS,34.05291015,-6.01260397,Kwa Said Mengo,Internal,Namba Mbili,Singida,13,3,Manyoni,Mgandu,300,TRUE,GeoData Consultants Ltd,,,FALSE,1993,afridev,afridev,handpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
61479,0,20/10/2012,Ics,0,WEDECO,34.30892598,-3.51733733,Mwanhuzi Primary Tank,Internal,Bomani,Shinyanga,17,6,Meatu,Mwanhunzi,0,TRUE,GeoData Consultants Ltd,Parastatal,None,TRUE,0,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,dry,dry,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non-functional
41262,0,24/3/2011,Government Of Tanzania,1202,DWE,38.46984933,-4.933621,Kwa Mzee Saidi Selemani,Pangani,Magana,Tanga,4,1,Lushoto,Tamota,1,TRUE,GeoData Consultants Ltd,VWC,Kitopeni,TRUE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
18834,0,41276,World Bank,0,,32.54923389,-3.54105652,Kituo Cha Afya,Lake Victoria,Chela Center,Shinyanga,17,3,Kahama,Chela,0,TRUE,GeoData Consultants Ltd,,Chela pipe scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,other,other,functional
18571,100,18/3/2013,0,34,0,39.13981553,-6.91209516,Kwa Omary,Wami / Ruvu,Mtaa Wa Kichangani,Dar es Salaam,7,2,Ilala,Kitunda,150,,GeoData Consultants Ltd,Private operator,,FALSE,2000,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,hand dtw,borehole,groundwater,communal standpipe,communal standpipe,functional
57085,0,40732,Aic,0,Villagers,32.09379477,-2.41384324,Kwa Luchemba,Lake Victoria,Kahunda 3,Mwanza,19,5,Sengerema,Katwe,0,TRUE,GeoData Consultants Ltd,VWC,AIC,FALSE,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,functional
62795,0,41519,Peter Ngereka,1273,Hesawa,34.29903784,-1.68578526,Peterbr.Ngekera,Lake Victoria,Magatini,Mara,20,2,Serengeti,Kenyamonta,90,TRUE,GeoData Consultants Ltd,WUG,,TRUE,1999,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
59486,0,14/3/2011,African,339,Kuwait,37.60718507,-6.14042104,Kwa Mama Mganga,Wami / Ruvu,Mvuleni,Morogoro,5,6,Mvomero,Diongoya,130,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2005,other,other,other,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,other,other,functional
41171,0,40578,Village Council,0,VILLAGE COUNCIL Orpha,33.55015696,-8.93120624,Amini Gramsen,Rufiji,Moshi,Mbeya,12,2,Mbeya Rural,Igale,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
21754,200,40605,Dhv,316,DWE,37.84764686,-7.0647695,Shuleni,Wami / Ruvu,Shuleni,Morogoro,5,2,Morogoro Rural,Lundi,800,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1996,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,broken
61174,50,25/3/2011,Ded,17,Da,39.02143544,-6.59140138,Bombani,Wami / Ruvu,Kilemela,Pwani,6,1,Bagamoyo,Zinga/Ikerege,500,TRUE,GeoData Consultants Ltd,Company,Bagamoyo wate,TRUE,2011,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
10242,0,41345,Oxfam,1684,DWE,36.69744644,-3.31750771,Kwa Semali,Pangani,Oleiguruno,Arusha,2,2,Arusha Rural,Ilkiding'a,200,TRUE,GeoData Consultants Ltd,VWC,Nabaiye pipe line,TRUE,1998,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
56119,0,17/4/2011,Tasaf,0,DWE,35.85630183,-4.47960873,Kwa Marigwe,Internal,Mgungani,Dodoma,1,1,Kondoa,Kisese,0,TRUE,GeoData Consultants Ltd,VWC,Kise,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
16427,0,15/7/2011,Danida,0,Central government,33.7703263,-9.57621202,Baptist Church,Lake Nyasa,Kilambo,Mbeya,12,3,Kyela,Katumbasongwe,0,TRUE,GeoData Consultants Ltd,Water authority,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,water authority,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
24592,30,40610,Government Of Tanzania,66,DWE,39.04027692,-5.03618423,Kwa Kasembe,Pangani,Mikocheni,Tanga,4,4,Tanga,Mzizima,120,TRUE,GeoData Consultants Ltd,VWC,Mzizima Water Supply,TRUE,2011,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
54986,0,14/3/2013,Swisland/mount Meru Flowers,1304,Community,36.75811682,-3.38702378,Bomakubwa,Pangani,Moivaro,Arusha,2,7,Meru,Nkoanrua,120,TRUE,GeoData Consultants Ltd,VWC,Loruvani gravity water supply,TRUE,2009,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
65128,0,30/3/2013,Ncaa,1867,NCAA,35.27372718,-3.21131527,Kambini,Internal,Madukani,Arusha,2,5,Ngorongoro,Endulen,86,TRUE,GeoData Consultants Ltd,Water Board,Orumekeke water scheme,TRUE,1975,gravity,gravity,gravity,water board,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
47468,0,40823,Roman Catholic Rulenge Diocese,0,DWE,31.35882606,-2.65548411,Mifunyo,Lake Victoria,Katoke Centre,Kagera,18,4,Biharamulo,Nyarubungo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,functional
34454,0,40884,Kaemp,0,DWE,30.98759875,-2.76748814,Juwama,Lake Victoria,Lugese A,Kagera,18,4,Biharamulo,Nyakahura,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,unknown,unknown,shallow well,shallow well,groundwater,other,other,non-functional
69708,0,40884,Government Of Tanzania,0,RWE,30.94028238,-1.0289913,School,Lake Victoria,Kyabona,Kagera,18,7,Misenyi,Ruzinga,0,TRUE,GeoData Consultants Ltd,Other,Ruz,TRUE,0,ksb,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
46507,50,26/2/2011,Wsdp,104,Wachina,38.85858658,-6.78267855,Binti Kipara,Wami / Ruvu,Vikuge,Pwani,6,2,Kibaha,Soga,10,TRUE,GeoData Consultants Ltd,Parastatal,Upper Ruvu Ba,TRUE,2010,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
64382,50,23/1/2013,Jica,372,JICA,38.84908023,-10.39099333,Kisimani Jica,Ruvuma / Southern Coast,Mapinduzi,Lindi,8,3,Nachingwea,Mkotokuyana,290,TRUE,GeoData Consultants Ltd,VWC,Maili Sita,TRUE,2007,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
34469,0,41343,Oikos E.Afrika,1304,Oikos E .Africa,36.8992769,-3.11781079,Godfrey Urasa,Internal,Tenki,Arusha,2,7,Meru,Ngarenanyuki,189,TRUE,GeoData Consultants Ltd,VWC,Olkungabo gravity water supply,TRUE,2010,gravity,gravity,gravity,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional
10099,0,41611,0,55,0,39.14941257,-6.97813975,Centre,Wami / Ruvu,Mtaa Wa Mbondole,Dar es Salaam,7,2,Ilala,Msongola,1,TRUE,GeoData Consultants Ltd,WUA,M,FALSE,0,submersible,submersible,submersible,wug,user-group,unknown,unknown,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non-functional
33104,500,13/2/2013,Snv,725,DWE,36.13462601,-10.21443688,Kwa George Muhua,Rufiji,Kanisani,Ruvuma,10,5,Namtumbo,Mgombasi,250,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1998,nira/tanira,nira/tanira,handpump,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
808,200,21/4/2011,Po,440,Po,37.13216729,-6.68544809,Kwa Kungwa,Wami / Ruvu,Shuleni,Morogoro,5,1,Kilosa,Chanzuru,90,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1976,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
59630,500,40609,Kkkt,1593,Villagers,34.9203231,-8.83707693,Kwa Onesmo Ndumbula,Rufiji,Manzese,Iringa,11,4,Njombe,Mahongole,40,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2009,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
67115,0,40577,Unice,385,RWE,37.72985841,-7.01375781,Kwa Mzee Ngaleni,Wami / Ruvu,Kibunduga,Morogoro,5,2,Morogoro Rural,Tawa,20,TRUE,GeoData Consultants Ltd,VWC,Tawa,TRUE,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
20189,20,40789,Wua,247,WU,38.33048615,-6.45838663,Mzimba,Wami / Ruvu,Kilabuni,Pwani,6,1,Bagamoyo,Lugoba,25,TRUE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2003,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
2078,0,41335,World Vision,0,TAWASA,32.54532046,-3.70896339,Nyamigege,Lake Victoria,Nyamigege,Shinyanga,17,3,Kahama,Busangi,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,other,other,other,wug,user-group,unknown,unknown,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,functional
51403,0,16/2/2013,Dwsp,0,DWE,0,-0.00000002,Serengeti,Lake Victoria,Madukani,Mwanza,17,1,Magu,Nkungulu,0,,GeoData Consultants Ltd,WUG,,FALSE,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,other,other,unknown,other,other,non-functional
1738,500,40819,Dhv,279,DWE,36.68246487,-8.31732974,Jitolee,Rufiji,Mikindani,Morogoro,5,3,Ulanga,Minepa,700,TRUE,GeoData Consultants Ltd,,,TRUE,2003,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
16689,5,41366,Ces (gmbh),1108,DWE,37.27321528,-3.2767056,Kwa Pius Inyasi,Pangani,Ngangu,Kilimanjaro,3,4,Moshi Rural,Kindi,40,TRUE,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,TRUE,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
14995,0,15/3/2011,Dhv Moro,279,DWE,36.50853877,-8.09993392,Kwakisinde,Rufiji,Godown A,Morogoro,5,3,Kilombero,Idete,250,FALSE,GeoData Consultants Ltd,,,TRUE,1998,swn 80,swn 80,handpump,unknown,unknown,unknown,unknown,coloured,colored,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
59848,0,21/2/2013,Kyariga,1383,Kyariga,34.32854332,-1.747108,Laurian Kyariga,Lake Victoria,Magange,Mara,20,2,Serengeti,Ring'wani,50,,GeoData Consultants Ltd,Other,,,2006,other - rope pump,rope pump,rope pump,private operator,commercial,other,other,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
22760,0,40735,Danida,0,Central government,33.87864942,-9.6238709,Kwa Shabani Mwakasongo,Lake Nyasa,Bujonde,Mbeya,12,3,Kyela,Bujonde,0,TRUE,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe,non-functional
58127,0,40582,Hesawa,1142,DWE,33.0134675,-2.10275881,Mulezi Kati,Lake Victoria,Mulezi Kati,Mwanza,19,1,Ukerewe,Bukanda,600,TRUE,GeoData Consultants Ltd,,,TRUE,1992,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,broken
10989,0,40850,Government Of Tanzania,282,DWE,38.61972187,-5.20082702,Kwamndorwa,Pangani,Mosko,Tanga,4,3,Muheza,Potwe,50,TRUE,GeoData Consultants Ltd,VWC,Amani spring,TRUE,1981,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
45821,600,26/1/2013,Isf,857,DWE,29.69695041,-4.84016067,Amani,Lake Tanganyika,Msimba B,Kigoma,16,3,Kigoma Rural,Mwandiga,260,TRUE,GeoData Consultants Ltd,WUG,Mkongoro Two,TRUE,2009,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,broken
42399,0,40551,Md,0,DW,31.6153095,-1.58792722,Nongo,Lake Victoria,Mbare,Kagera,18,3,Muleba,Kamachumu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
28588,0,23/10/2012,World Bank,0,World Bank,33.43607258,-4.42194401,Mwanza Road,Internal,Hospital,Tabora,14,2,Igunga,Nkinga,0,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
12402,0,40850,Undp,1638,DWE,34.47835586,-9.71590954,none,Lake Nyasa,Lupanga A,Iringa,11,5,Ludewa,Lupanga,70,TRUE,GeoData Consultants Ltd,VWC,UNDP,FALSE,1992,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional
34272,0,24/1/2013,Wfp,1307,HAPA SINGIDA,34.83386179,-4.0175904,Munguli Primary Tank 2,Internal,Kikaranga B,Singida,13,1,Iramba,Mwangaza,258,TRUE,GeoData Consultants Ltd,Parastatal,,TRUE,2007,gravity,gravity,gravity,parastatal,parastatal,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
60941,0,18/7/2011,Hesawa,0,DWE,0,-0.00000002,Bank,Lake Victoria,Nyanza,Mwanza,19,6,Geita,Kalangalala,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
58838,0,40732,Jica,0,JICA,32.91684591,-2.84922488,Kwa Kulw,Lake Victoria,Nyambazu,Mwanza,19,7,Missungwi,Mbarika,0,,GeoData Consultants Ltd,VWC,,TRUE,0,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
31727,0,14/3/2011,Roman Catholic,180,DWE,38.81070176,-5.11573159,none,Pangani,Paramba A,Tanga,4,3,Muheza,Kicheba,300,TRUE,GeoData Consultants Ltd,VWC,Mabula mountains spr,FALSE,1999,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,spring,spring,groundwater,communal standpipe,communal standpipe,functional
34317,1000,41342,Danida,1012,MWE,35.53303085,-10.66745831,Kwa Mzee Mazomba,Ruvuma / Southern Coast,Lilambo Kati,Ruvuma,10,4,Songea Rural,Lilambo,400,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1986,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
35189,0,14/7/2011,Hesawa,0,HESAWA,31.7662296,-2.36161858,Kaseno,Lake Victoria,Nyabuzera,Kagera,18,8,Chato,Muganza,0,TRUE,GeoData Consultants Ltd,WUA,,TRUE,0,swn 80,swn 80,handpump,wua,user-group,pay monthly,monthly,salty,salty,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump,functional
54211,0,40610,Swedish,0,Sengerema Water Department,32.36086942,-2.49318344,Kwa Masaka,Lake Victoria,Nyang'Ombe,Mwanza,19,5,Sengerema,Kalebezo,0,TRUE,GeoData Consultants Ltd,VWC,None,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
30624,0,26/2/2011,Dhv,440,DWE,37.81529632,-6.90658081,Kwa Mzee Ngalawa,Wami / Ruvu,Morogoro Maboga,Morogoro,5,2,Morogoro Rural,Mkuyuni,100,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1994,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,non-functional
58007,500,27/2/2011,Adb,1697,DWE,34.90944536,-9.02129821,Kwa Mhangala Kisogo,Rufiji,Ndanula,Iringa,11,4,Njombe,Igongolo,40,TRUE,GeoData Consultants Ltd,VWC,Ibiki gravity water scheme,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
18793,0,23/10/2012,Ministry Of Water,1634,Wizara ya maji,34.55104148,-1.35637405,Shuleni,Lake Victoria,Nyanswega,Mara,20,1,Tarime,Nyakonga,500,TRUE,GeoData Consultants Ltd,VWC,Magoto piped Water suplly,TRUE,2007,ksb,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,enough,enough,dam,dam,surface,communal standpipe multiple,communal standpipe,functional
43657,0,22/3/2013,Germany,1084,Germany,36.98967029,-3.3043878,King'Ori Primary School,Pangani,Kwa Masika,Arusha,2,7,Meru,King'ori,390,TRUE,GeoData Consultants Ltd,WUA,,FALSE,2012,gravity,gravity,gravity,wua,user-group,unknown,unknown,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional
14192,0,41549,Urt,0,CCEC,32.60059149,-3.82081314,Majengo,Lake Victoria,Majengo,Shinyanga,17,3,Kahama,Kahama Urban,0,TRUE,GeoData Consultants Ltd,WUA,Lake Victoria pipe scheme,TRUE,0,ksb,submersible,submersible,wua,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,other,other,functional
32585,0,19/7/2011,Hifab,0,Hesawa,33.3035535,-3.17637212,Kwa Mangu,Lake Victoria,Lbukumbulwa,Mwanza,19,4,Kwimba,Hungumalwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,non-functional
3587,0,40789,Dh,523,Mi,36.97253487,-7.4042146,Kidoma Juu,Rufiji,Kidoma,Morogoro,5,1,Kilosa,Mikumi,450,TRUE,GeoData Consultants Ltd,Company,Mi,TRUE,1998,gravity,gravity,gravity,company,commercial,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
25223,0,15/7/2011,Concern World Wide,0,DWE,31.12298262,-3.08524851,Maizigera,Lake Tanganyika,Nyanza,Kagera,18,4,Biharamulo,Kalenge,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring,functional
23592,0,30/3/2011,Village Council,0,Village Council,33.36853583,-8.88735733,Kilabuni,Lake Rukwa,Iwanga Kati,Mbeya,12,2,Mbeya Rural,Utengule Usongwe,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional
3602,0,15/1/2013,World Bank,1524,CHINA HENAN CONTRACTOR,34.40645272,-4.2753348,Kiomboi Bomani Primary,Internal,Zahanati,Singida,13,1,Iramba,Kiomboi,896,TRUE,GeoData Consultants Ltd,Parastatal,RWSSP,TRUE,2008,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
47134,0,19/7/2011,Plan International,0,Plan Internationa,0,-0.00000002,Frunsis,Lake Victoria,Elimu,Mwanza,19,6,Geita,Kalangalala,0,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,0,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
27504,50,29/3/2013,Isf,1083,ISF,35.38853275,-3.51394495,Mwembeni Barray,Internal,Mwembeni,Arusha,24,30,Karatu,Barray,150,TRUE,GeoData Consultants Ltd,VWC,Jumuhiya ya watumia maji,TRUE,2006,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
54374,0,26/3/2011,Danida,0,DANIDA,33.26807343,-8.95038368,Kanyerere,Lake Rukwa,Mbale,Mbeya,12,2,Mbeya Rural,Bonde la Songwe,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non-functional
